[2024-04-24 23:21:20,784 INFO com.tech.panda.account.Level_13_Apply_Log] - Login_01 - Step 01: Click to My Account Link
[2024-04-25 00:12:16,190 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_04 - Step 04: Click to Login button
[2024-04-25 00:12:16,471 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_04 - Step 05: Verify error message is displayed
[2024-04-25 00:12:16,517 INFO com.tech.panda.account.Level_13_Log_ReportNG] - ----------------------PASSED----------------------
[2024-04-25 00:12:16,519 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_05 - Step 01: Click to My Account link
[2024-04-25 00:12:17,497 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_05 - Step 02: Enter to 'Email Address' textbox
[2024-04-25 00:12:17,579 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_05 - Step 03: Enter to 'Password' textbox
[2024-04-25 00:12:17,650 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_05 - Step 04: Click to Login button
[2024-04-25 00:12:19,019 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_05 - Step 05: Verify error message is displayed
[2024-04-25 00:12:19,069 INFO com.tech.panda.account.Level_13_Log_ReportNG] - ----------------------PASSED----------------------
[2024-04-25 00:12:19,072 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_06 - Step 01: Click to My Account link
[2024-04-25 00:12:20,095 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_06 - Step 02: Enter to 'Email Address' textbox
[2024-04-25 00:12:20,199 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_06 - Step 03: Enter to 'Password' textbox
[2024-04-25 00:12:20,285 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_06 - Step 04: Click to Login button
[2024-04-25 00:12:21,738 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_06 - Step 05: Verify information is displayed successfuly
[2024-04-25 00:12:21,784 INFO com.tech.panda.account.Level_13_Log_ReportNG] - ----------------------PASSED----------------------
[2024-04-25 00:12:21,831 INFO com.tech.panda.account.Level_13_Log_ReportNG] - ----------------------PASSED----------------------
[2024-04-25 00:30:16,485 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_01 - Step 01: Click to My Account Link
[2024-04-25 00:30:17,625 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_01 - Step 02: Enter to Email Address textbox with empty data
[2024-04-25 00:30:17,693 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_01 - Step 03: Enter to Password textbox with empty data
[2024-04-25 00:30:17,772 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_01 - Step 04: Click to Login Button
[2024-04-25 00:30:18,070 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_01 - Step 05: Verify error message is displayed
[2024-04-25 00:30:18,123 INFO com.tech.panda.account.Level_13_Log_ReportNG] - ----------------------PASSED----------------------
[2024-04-25 00:30:18,170 INFO com.tech.panda.account.Level_13_Log_ReportNG] - ----------------------PASSED----------------------
[2024-04-25 00:30:18,172 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_02 - Step 01: Click to My Account Link
[2024-04-25 00:30:19,312 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_02 - Step 02: Enter to 'Email Address' textbox
[2024-04-25 00:30:19,390 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_02 - Step 03: Enter to 'Password' textbox
[2024-04-25 00:30:19,487 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_02 - Step 04: Click to Login button
[2024-04-25 00:30:19,773 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_02 - Step 05: Verify error message is displayed
[2024-04-25 00:30:19,827 INFO com.tech.panda.account.Level_13_Log_ReportNG] - ----------------------PASSED----------------------
[2024-04-25 00:30:19,828 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_03 - Step 01: Click to My Account Link
[2024-04-25 00:30:20,887 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_03 - Step 02: Enter to 'Email Address' textbox
[2024-04-25 00:30:20,984 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_03 - Step 02: Enter to 'Password' textbox
[2024-04-25 00:30:21,072 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_03 - Step 04: Click to Login button
[2024-04-25 00:30:22,501 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_03 - Step 05: Verify error message is displayed
[2024-04-25 00:30:22,559 INFO com.tech.panda.account.Level_13_Log_ReportNG] - ----------------------PASSED----------------------
[2024-04-25 00:30:22,560 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_04 - Step 01: Click to My Account link
[2024-04-25 00:30:23,625 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_04 - Step 02: Enter to 'Email Address' textbox
[2024-04-25 00:30:23,709 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_04 - Step 03: Enter to 'Password' textbox
[2024-04-25 00:30:23,785 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_04 - Step 04: Click to Login button
[2024-04-25 00:30:24,086 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_04 - Step 05: Verify error message is displayed
[2024-04-25 00:30:24,142 INFO com.tech.panda.account.Level_13_Log_ReportNG] - ----------------------PASSED----------------------
[2024-04-25 00:30:24,144 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_05 - Step 01: Click to My Account link
[2024-04-25 00:30:25,193 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_05 - Step 02: Enter to 'Email Address' textbox
[2024-04-25 00:30:25,276 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_05 - Step 03: Enter to 'Password' textbox
[2024-04-25 00:30:25,352 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_05 - Step 04: Click to Login button
[2024-04-25 00:30:26,786 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_05 - Step 05: Verify error message is displayed
[2024-04-25 00:30:26,830 INFO com.tech.panda.account.Level_13_Log_ReportNG] - ----------------------PASSED----------------------
[2024-04-25 00:30:26,832 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_06 - Step 01: Click to My Account link
[2024-04-25 00:30:27,882 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_06 - Step 02: Enter to 'Email Address' textbox
[2024-04-25 00:30:27,968 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_06 - Step 03: Enter to 'Password' textbox
[2024-04-25 00:30:28,044 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_06 - Step 04: Click to Login button
[2024-04-25 00:30:29,676 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_06 - Step 05: Verify information is displayed successfuly
[2024-04-25 00:30:29,727 INFO com.tech.panda.account.Level_13_Log_ReportNG] - ----------------------PASSED----------------------
[2024-04-25 00:30:29,778 INFO com.tech.panda.account.Level_13_Log_ReportNG] - ----------------------PASSED----------------------
[2024-04-25 00:30:43,001 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_01 - Step 01: Click to My Account Link
[2024-04-25 00:30:44,103 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_01 - Step 02: Enter to Email Address textbox with empty data
[2024-04-25 00:30:44,234 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_01 - Step 03: Enter to Password textbox with empty data
[2024-04-25 00:30:44,344 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_01 - Step 04: Click to Login Button
[2024-04-25 00:30:44,438 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_01 - Step 05: Verify error message is displayed
[2024-04-25 00:30:44,504 INFO com.tech.panda.account.Level_13_Log_ReportNG] - ----------------------PASSED----------------------
[2024-04-25 00:30:44,558 INFO com.tech.panda.account.Level_13_Log_ReportNG] - ----------------------PASSED----------------------
[2024-04-25 00:30:44,560 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_02 - Step 01: Click to My Account Link
[2024-04-25 00:30:45,585 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_02 - Step 02: Enter to 'Email Address' textbox
[2024-04-25 00:30:45,755 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_02 - Step 03: Enter to 'Password' textbox
[2024-04-25 00:30:45,890 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_02 - Step 04: Click to Login button
[2024-04-25 00:30:45,964 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_02 - Step 05: Verify error message is displayed
[2024-04-25 00:30:46,016 INFO com.tech.panda.account.Level_13_Log_ReportNG] - ----------------------PASSED----------------------
[2024-04-25 00:30:46,018 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_03 - Step 01: Click to My Account Link
[2024-04-25 00:30:47,050 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_03 - Step 02: Enter to 'Email Address' textbox
[2024-04-25 00:30:47,212 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_03 - Step 02: Enter to 'Password' textbox
[2024-04-25 00:30:47,337 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_03 - Step 04: Click to Login button
[2024-04-25 00:30:48,743 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_03 - Step 05: Verify error message is displayed
[2024-04-25 00:30:48,795 INFO com.tech.panda.account.Level_13_Log_ReportNG] - ----------------------PASSED----------------------
[2024-04-25 00:30:48,796 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_04 - Step 01: Click to My Account link
[2024-04-25 00:30:49,845 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_04 - Step 02: Enter to 'Email Address' textbox
[2024-04-25 00:30:50,001 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_04 - Step 03: Enter to 'Password' textbox
[2024-04-25 00:30:50,128 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_04 - Step 04: Click to Login button
[2024-04-25 00:30:50,206 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_04 - Step 05: Verify error message is displayed
[2024-04-25 00:30:50,257 INFO com.tech.panda.account.Level_13_Log_ReportNG] - ----------------------PASSED----------------------
[2024-04-25 00:30:50,259 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_05 - Step 01: Click to My Account link
[2024-04-25 00:30:51,386 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_05 - Step 02: Enter to 'Email Address' textbox
[2024-04-25 00:30:51,548 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_05 - Step 03: Enter to 'Password' textbox
[2024-04-25 00:30:51,671 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_05 - Step 04: Click to Login button
[2024-04-25 00:30:53,470 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_05 - Step 05: Verify error message is displayed
[2024-04-25 00:30:53,521 INFO com.tech.panda.account.Level_13_Log_ReportNG] - ----------------------PASSED----------------------
[2024-04-25 00:30:53,522 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_06 - Step 01: Click to My Account link
[2024-04-25 00:30:54,600 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_06 - Step 02: Enter to 'Email Address' textbox
[2024-04-25 00:30:54,802 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_06 - Step 03: Enter to 'Password' textbox
[2024-04-25 00:30:54,938 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_06 - Step 04: Click to Login button
[2024-04-25 00:30:56,329 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_06 - Step 05: Verify information is displayed successfuly
[2024-04-25 00:30:56,375 INFO com.tech.panda.account.Level_13_Log_ReportNG] - ----------------------PASSED----------------------
[2024-04-25 00:30:56,435 INFO com.tech.panda.account.Level_13_Log_ReportNG] - ----------------------PASSED----------------------
[2024-04-25 02:50:56,929 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_01 - Step 01: Click to My Account Link
[2024-04-25 02:50:58,061 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_01 - Step 02: Enter to Email Address textbox with empty data
[2024-04-25 02:50:58,131 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_01 - Step 03: Enter to Password textbox with empty data
[2024-04-25 02:50:58,213 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_01 - Step 04: Click to Login Button
[2024-04-25 02:50:58,527 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_01 - Step 05: Verify error message is displayed
[2024-04-25 02:50:58,713 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_02 - Step 01: Click to My Account Link
[2024-04-25 02:50:59,744 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_02 - Step 02: Enter to 'Email Address' textbox
[2024-04-25 02:50:59,834 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_02 - Step 03: Enter to 'Password' textbox
[2024-04-25 02:50:59,929 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_02 - Step 04: Click to Login button
[2024-04-25 02:51:00,230 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_02 - Step 05: Verify error message is displayed
[2024-04-25 02:51:00,284 INFO com.tech.panda.account.Level_13_Log_ReportNG] - ----------------------PASSED----------------------
[2024-04-25 02:51:00,286 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_03 - Step 01: Click to My Account Link
[2024-04-25 02:51:01,307 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_03 - Step 02: Enter to 'Email Address' textbox
[2024-04-25 02:51:01,422 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_03 - Step 02: Enter to 'Password' textbox
[2024-04-25 02:51:01,501 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_03 - Step 04: Click to Login button
[2024-04-25 02:51:02,851 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_03 - Step 05: Verify error message is displayed
[2024-04-25 02:51:02,903 INFO com.tech.panda.account.Level_13_Log_ReportNG] - ----------------------PASSED----------------------
[2024-04-25 02:51:02,905 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_04 - Step 01: Click to My Account link
[2024-04-25 02:51:03,936 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_04 - Step 02: Enter to 'Email Address' textbox
[2024-04-25 02:51:04,022 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_04 - Step 03: Enter to 'Password' textbox
[2024-04-25 02:51:04,095 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_04 - Step 04: Click to Login button
[2024-04-25 02:51:04,380 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_04 - Step 05: Verify error message is displayed
[2024-04-25 02:51:04,424 INFO com.tech.panda.account.Level_13_Log_ReportNG] - ----------------------PASSED----------------------
[2024-04-25 02:51:04,426 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_05 - Step 01: Click to My Account link
[2024-04-25 02:51:05,380 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_05 - Step 02: Enter to 'Email Address' textbox
[2024-04-25 02:51:05,464 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_05 - Step 03: Enter to 'Password' textbox
[2024-04-25 02:51:05,536 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_05 - Step 04: Click to Login button
[2024-04-25 02:51:06,920 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_05 - Step 05: Verify error message is displayed
[2024-04-25 02:51:06,970 INFO com.tech.panda.account.Level_13_Log_ReportNG] - ----------------------PASSED----------------------
[2024-04-25 02:51:06,971 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_06 - Step 01: Click to My Account link
[2024-04-25 02:51:08,000 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_06 - Step 02: Enter to 'Email Address' textbox
[2024-04-25 02:51:08,075 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_06 - Step 03: Enter to 'Password' textbox
[2024-04-25 02:51:08,149 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_06 - Step 04: Click to Login button
[2024-04-25 02:51:09,447 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_06 - Step 05: Verify information is displayed successfuly
[2024-04-25 02:51:09,500 INFO com.tech.panda.account.Level_13_Log_ReportNG] - ----------------------PASSED----------------------
[2024-04-25 02:51:09,552 INFO com.tech.panda.account.Level_13_Log_ReportNG] - ----------------------PASSED----------------------
[2024-04-25 02:51:14,801 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_01 - Step 01: Click to My Account Link
[2024-04-25 02:51:15,844 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_01 - Step 02: Enter to Email Address textbox with empty data
[2024-04-25 02:51:15,995 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_01 - Step 03: Enter to Password textbox with empty data
[2024-04-25 02:51:16,117 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_01 - Step 04: Click to Login Button
[2024-04-25 02:51:16,193 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_01 - Step 05: Verify error message is displayed
[2024-04-25 02:51:16,378 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_02 - Step 01: Click to My Account Link
[2024-04-25 02:51:17,339 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_02 - Step 02: Enter to 'Email Address' textbox
[2024-04-25 02:51:17,505 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_02 - Step 03: Enter to 'Password' textbox
[2024-04-25 02:51:17,641 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_02 - Step 04: Click to Login button
[2024-04-25 02:51:17,715 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_02 - Step 05: Verify error message is displayed
[2024-04-25 02:51:17,765 INFO com.tech.panda.account.Level_13_Log_ReportNG] - ----------------------PASSED----------------------
[2024-04-25 02:51:17,766 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_03 - Step 01: Click to My Account Link
[2024-04-25 02:51:18,746 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_03 - Step 02: Enter to 'Email Address' textbox
[2024-04-25 02:51:18,907 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_03 - Step 02: Enter to 'Password' textbox
[2024-04-25 02:51:19,047 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_03 - Step 04: Click to Login button
[2024-04-25 02:51:20,496 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_03 - Step 05: Verify error message is displayed
[2024-04-25 02:51:20,553 INFO com.tech.panda.account.Level_13_Log_ReportNG] - ----------------------PASSED----------------------
[2024-04-25 02:51:20,554 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_04 - Step 01: Click to My Account link
[2024-04-25 02:51:21,531 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_04 - Step 02: Enter to 'Email Address' textbox
[2024-04-25 02:51:21,692 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_04 - Step 03: Enter to 'Password' textbox
[2024-04-25 02:51:21,825 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_04 - Step 04: Click to Login button
[2024-04-25 02:51:21,901 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_04 - Step 05: Verify error message is displayed
[2024-04-25 02:51:21,955 INFO com.tech.panda.account.Level_13_Log_ReportNG] - ----------------------PASSED----------------------
[2024-04-25 02:51:21,956 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_05 - Step 01: Click to My Account link
[2024-04-25 02:51:22,938 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_05 - Step 02: Enter to 'Email Address' textbox
[2024-04-25 02:51:23,109 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_05 - Step 03: Enter to 'Password' textbox
[2024-04-25 02:51:23,232 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_05 - Step 04: Click to Login button
[2024-04-25 02:51:24,566 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_05 - Step 05: Verify error message is displayed
[2024-04-25 02:51:24,617 INFO com.tech.panda.account.Level_13_Log_ReportNG] - ----------------------PASSED----------------------
[2024-04-25 02:51:24,618 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_06 - Step 01: Click to My Account link
[2024-04-25 02:51:25,609 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_06 - Step 02: Enter to 'Email Address' textbox
[2024-04-25 02:51:25,781 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_06 - Step 03: Enter to 'Password' textbox
[2024-04-25 02:51:25,910 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_06 - Step 04: Click to Login button
[2024-04-25 02:51:27,229 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_06 - Step 05: Verify information is displayed successfuly
[2024-04-25 02:51:27,276 INFO com.tech.panda.account.Level_13_Log_ReportNG] - ----------------------PASSED----------------------
[2024-04-25 02:51:27,347 INFO com.tech.panda.account.Level_13_Log_ReportNG] - ----------------------PASSED----------------------
[2024-04-25 06:34:57,371 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_01 - Step 01: Click to My Account Link
[2024-04-25 06:34:58,503 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_01 - Step 02: Enter to Email Address textbox with empty data
[2024-04-25 06:34:58,580 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_01 - Step 03: Enter to Password textbox with empty data
[2024-04-25 06:34:58,659 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_01 - Step 04: Click to Login Button
[2024-04-25 06:34:59,050 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_01 - Step 05: Verify error message is displayed
[2024-04-25 06:34:59,324 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_02 - Step 01: Click to My Account Link
[2024-04-25 06:35:00,362 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_02 - Step 02: Enter to 'Email Address' textbox
[2024-04-25 06:35:00,453 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_02 - Step 03: Enter to 'Password' textbox
[2024-04-25 06:35:00,543 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_02 - Step 04: Click to Login button
[2024-04-25 06:35:00,831 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_02 - Step 05: Verify error message is displayed
[2024-04-25 06:35:00,878 INFO com.tech.panda.account.Level_13_Log_ReportNG] - ----------------------PASSED----------------------
[2024-04-25 06:35:00,880 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_03 - Step 01: Click to My Account Link
[2024-04-25 06:35:02,211 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_03 - Step 02: Enter to 'Email Address' textbox
[2024-04-25 06:35:02,293 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_03 - Step 02: Enter to 'Password' textbox
[2024-04-25 06:35:02,401 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_03 - Step 04: Click to Login button
[2024-04-25 06:35:03,764 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_03 - Step 05: Verify error message is displayed
[2024-04-25 06:35:03,808 INFO com.tech.panda.account.Level_13_Log_ReportNG] - ----------------------PASSED----------------------
[2024-04-25 06:35:03,809 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_04 - Step 01: Click to My Account link
[2024-04-25 06:35:05,111 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_04 - Step 02: Enter to 'Email Address' textbox
[2024-04-25 06:35:05,209 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_04 - Step 03: Enter to 'Password' textbox
[2024-04-25 06:35:05,286 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_04 - Step 04: Click to Login button
[2024-04-25 06:35:05,570 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_04 - Step 05: Verify error message is displayed
[2024-04-25 06:35:05,620 INFO com.tech.panda.account.Level_13_Log_ReportNG] - ----------------------PASSED----------------------
[2024-04-25 06:35:05,622 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_05 - Step 01: Click to My Account link
